registration_no,category,name,email,telephone,address,validity,exchange_name,trade_name
IN/AIF2/19-20/0722,Registered Alternative Investment Funds,Achieving Women Entrepreneurs Early Growth Trust,prachi@awefunds.com,,"1301, C Wing, Rizvi Oak, Sadguru Wamanrao Pai Road, Malad (East), MUMBAI, MAHARASHTRA, 400097","Aug 06, 2019 - Perpetual",,
IN/AIF3/23-24/1380,Registered Alternative Investment Funds,ACME CAT III AIF TRUST,csanand.prakash@outlook.com,,"F23 1, 1st Floor, Krishna Nagar Delhi East, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110051","Nov 15, 2023 - Perpetual",,
IN/AIF1/24-25/1767,Registered Alternative Investment Funds,ACME FINVEST TRUST,csanand.prakash@outlook.com,,"F23, 1, 1st Floor, Krishna Nagar Delhi East Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110051","Mar 24, 2025 - Perpetual",,
IN/AIF2/26-27/2216,Registered Alternative Investment Funds,Acquitas Investment Fund,jitu@acquitas.in,,"819, Naurang House, 21 K.G. Marg,, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","Jun 11, 2026 - Perpetual",,
IN/AIF3/26-27/2213,Registered Alternative Investment Funds,ACROBAT CAPITAL FUND 2 - LVF,vaibhav@acrobatcapital.in,,"9th Floor, Unit No. 902 and 903, Campus 31, RMZ Ecoworld, Bhoganahalli Village, Varthur Hobli, Bellandur, Bellandur Police Station, Bangalore South, BANGALORE, KARNATAKA, 560103","Jun 10, 2026 - Perpetual",,
IN/AIF2/25-26/1828,Registered Alternative Investment Funds,Acrobat Capital Fund I,vaibhav@acrobatcapital.in,,"9th Floor, Unit No. 902 and 903, Campus 31, RMZ Ecoworld, Sarjapur, Marathalli Outer Ring Road, Bhoganahalli Village, Varthur Hobli, Bengaluru East Taluk, BANGALORE, KARNATAKA, 560103","Jun 12, 2025 - Perpetual",,
IN/AIF2/25-26/1976,Registered Alternative Investment Funds,Activate Platform Fund,aakrit.vaish@gmail.com,,"107, Damji Shamji Udyog Bhavan, Veera Desai Road, Andheri W, MUMBAI, MAHARASHTRA, 400053","Dec 09, 2025 - Perpetual",,
IN/AIF2/16-17/0258,Registered Alternative Investment Funds,Adi Trust,compliance@trayi.vc,,,"Sep 06, 2016 - Perpetual",,
IN/AIF2/18-19/0591,Registered Alternative Investment Funds,Aditya Birla Special Situations Fund,,,"One Indiabulls Center, Tower 1, 16th Floor, , Jupiter Mills Compound, Senapati Bapat Marg, Elphinstone, MUMBAI, MAHARASHTRA, 400013","Oct 03, 2018 - Perpetual",,
IN/AIF3/17-18/0319,Registered Alternative Investment Funds,Aditya Birla Sun Life AIF Trust   I,parth.makwana@adityabirlacapital.com,,"One Indiabulls centre, tower 1, 17th floor, , Jupiter mill compound, 841 SB Marg, Elphinstone road, MUMBAI, MAHARASHTRA, 400013","Apr 11, 2017 - Perpetual",,
:,Registered Venture Capital Funds,,,,,,,
IN/VCF/10-11/0116,Registered Venture Capital Funds,ABOYNE INDIA TRUST,,,"C/o IL&FS Trust Company Ltd , IL&FS Financial Centre, Plot C-22, G Block, Bandra-Kurla Complex, Bandra (E, MUMBAI, MAHARASHTRA, 400051","Nov 10, 2009 - Perpetual",,
IN/VCF/10-11/0203,Registered Venture Capital Funds,ACCESS INDIA FUND,,,"801, ABHIJEET MITHAKALI,, SIX RASTA,, AHMEDABAD, GUJARAT, 380009","Mar 08, 2011 - Perpetual",,
IN/VCF/06-07/95,Registered Venture Capital Funds,ADHARSHILA VENTURE CAPITAL FUND,,,,"Jan 16, 2007 - Perpetual",,
IN/VCF/08-09/138,Registered Venture Capital Funds,ADITYA BIRLA PRIVATE EQUITY TRUST,,,,"Dec 24, 2008 - Perpetual",,
IN/VCF/09-10/169,Registered Venture Capital Funds,ADITYA BIRLA REAL ESTATE FUND,,,"C/o IL&FS Trsut Company Limited, IL&FS Financial Centre, Plot C-22, G Block, Bandra-Kurla Complex, Bandra (East), Mumbai, MUMBAI, MAHARASHTRA, 400051","Feb 26, 2010 - Perpetual",,
IN/VCF/08-09/125,Registered Venture Capital Funds,AKRUTI CITY VENTURE CAPITAL FUND,,,"Akruti Trade Centre, Road No. 7, , Marol MIDC, MUMBAI, MAHARASHTRA, 400093","Jul 10, 2008 - Perpetual",,
IN/VCF/05-06/064,Registered Venture Capital Funds,ANAND RATHI REALTY FUND,,,,"Jun 23, 2005 - Perpetual",,
IN/VC/98-99/008,Registered Venture Capital Funds,APIDC,,,,"Nov 20, 1998 - Perpetual",,
IN/VCF/11-12/0213,Registered Venture Capital Funds,ASIA PACIFIC HEALTHCARE ADVISORS PRIVATE LIMITED,,,"3, FACTORY ROAD, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110029","Jun 23, 2011 - Perpetual",,
IN/VCF/11-12/0228,Registered Venture Capital Funds,ASK PRAVI PRIVATE EQUITY OPPORTUNITIES FUND,,,"C/o IL&FS Trust Company Ltd IL&FS Financial Centre, ,     Plot C-22, G Block,     Bandra-Kurla Complex,     Bandra (East), Mumbai, MUMBAI, MAHARASHTRA, 400051","Feb 02, 2012 - Perpetual",,
IN/VCF/05-06/076,Registered Venture Capital Funds,AUREOS INDIA FUND,,,,"Feb 01, 2006 - Perpetual",,
IN/VCF/09-10/154,Registered Venture Capital Funds,AVENDUS ACE FUND TRUST,,,,"Oct 26, 2009 - Perpetual",,
IN/VCF/05-06/085,Registered Venture Capital Funds,BTS INDIA PRIVATE EQUITY FUND LIMITED,,,"C/o International Management (Mauritius) Ltd, Les Cascades, Edith Cavell Street, NA","Mar 31, 2006 - Perpetual",,
IN/VCF/08-09/134,Registered Venture Capital Funds,Business Excellence Trust,,,"2ND FLOOR, PALM SPRING CENTRE, PALM COURT COMPLEX, NEW LINK ROAD, MALAD WEST, MUMBAI, MAHARASHTRA, 400064","Oct 08, 2008 - Perpetual",,
IN/VCF/10-11/175,Registered Venture Capital Funds,Business Excellence Trust II,,,"2ND FLOOR, PALM SPRING CENTRE, PALM COURT COMPLEX, NEW LINK ROAD, MALAD (WEST), MUMBAI, MAHARASHTRA, 400021","May 31, 2010 - Perpetual",,
IN/VCF/08-09/127,Registered Venture Capital Funds,BYTS GROWTH FUND,,,,"Jul 25, 2008 - Perpetual",,
IN/VCF/10-11/0110,Registered Venture Capital Funds,CHEEKOTEL PRIVATE LIMITED,,,"noida special economic zone, plot 8, NOIDA, UTTAR PRADESH, 201305","Sep 22, 2009 - Perpetual",,
IN/VCF/09-10/152,Registered Venture Capital Funds,CHEEKOTEL PRIVATE LIMITED,,,"noida special economic zone, plot 8, NOIDA, UTTAR PRADESH, 201305","Sep 22, 2009 - Perpetual",,
IN/VCF/05-06/075,Registered Venture Capital Funds,CIG REALTY FUND,,,"C/o D.M. Harish & Co., 305-309, Neelkanth, 98 Marine Drive, MUMBAI, MAHARASHTRA, 400002","Jan 04, 2017 - Perpetual",,
IN/VCF/08-09/117,Registered Venture Capital Funds,CINEMA CAPITAL VENTURE FUND,,,,"May 22, 2008 - Perpetual",,
IN/VCF/11-12/0225,Registered Venture Capital Funds,DHFL VENTURE CAPITAL TRUST,,,"C/o IL&FS Trust Company Ltd IL&FS Financial Centre, , Plot C-22, G Block, Bandra-Kurla Complex, Bandra (East),, MUMBAI, MAHARASHTRA, 400051","Nov 09, 2011 - Perpetual",,
IN/VCF/05-06/069,Registered Venture Capital Funds,DHFL VETURE CAPITAL FUND,,,"4th floor, Dheeraj Arma,, Dr. Anant Kanekar Marg, Bandra(E),, MUMBAI, MAHARASHTRA, 400051","Oct 01, 2005 - Perpetual",,
IN/VC/00-01/031,Registered Venture Capital Funds,Dunn Carr Management and Research India Private Limited,,,,"Jan 11, 2000 - Perpetual",,
IN/VCF/00-01/028,Registered Venture Capital Funds,Eco-Net Fund,,,,"Oct 13, 2000 - Perpetual",,
IN/VCF/10-11/173,Registered Venture Capital Funds,EMERGING INDIA FUND,,,"Asian Building, 17 Kamani Marg, Ballard Estate, Mumbai, MUMBAI, MAHARASHTRA, 400001","May 18, 2010 - Perpetual",,
IN/VCF/02-03/040,Registered Venture Capital Funds,Emerging Sectors Trust,,,,"Aug 29, 2002 - Perpetual",,
IN/VCF/10-11/0186,Registered Venture Capital Funds,ENAM INDIA INFRASTRUCTURE FUND,,,"Express Towers, 11th Floor,, Nariman Point,, MUMBAI, MAHARASHTRA, 400021","Sep 06, 2010 - Perpetual",,
IN/VCF/04-05/054,Registered Venture Capital Funds,EUREKA VENTURE FUND,,,,"Feb 14, 2005 - Perpetual",,
IN/VCF/10-11/0195,Registered Venture Capital Funds,FAERING CAPITAL INDIA EVOLVING FUND,,,"1004, CEEJAY HOUSE, CEEJAY HOUSE, DR ANNIE BESANT ROAD, WORLI, MUMBAI, MAHARASHTRA, 400018","Nov 23, 2010 - Perpetual",,
IN/VCF/08-09/135,Registered Venture Capital Funds,FELICITAS VENTURE CAPITAL TRUST,,,,"Oct 17, 2008 - Perpetual",,
IN/VCF/04-05/049,Registered Venture Capital Funds,FIRE CAPITAL FUND,,,,"Jul 19, 2004 - Perpetual",,
IN/VCF/08-09/132,Registered Venture Capital Funds,Forum Synergies India Trust,,,,"Sep 30, 2008 - Perpetual",,
IN/VCF/07-08/105,Registered Venture Capital Funds,GAJA CAPITAL INDIA FUND I,,,,"Oct 30, 2007 - Perpetual",,
IN/VCF/08-09/121,Registered Venture Capital Funds,GREEN INDIA VENTURE FUND,,,,"Jun 27, 2008 - Perpetual",,
IN/VCF/07-08/099,Registered Venture Capital Funds,GROWTH PLUS REAL ESTATE FUND,,,,"Jun 12, 2007 - Perpetual",,
IN/VCF/05-06/056,Registered Venture Capital Funds,GUJARAT BIOTECHNOLOGY VENTURE FUND,,,,"Apr 08, 2005 - Perpetual",,
IN/VC/00-01/023,Registered Venture Capital Funds,GUJARAT INFORMATION TECHNOLOGY FUND,,,"GVFL Limited, 1st Floor, Premchand House Annexe, Bh. Popular House, Ashram Road, AHMEDABAD, GUJARAT, 380009","Jun 26, 2000 - Perpetual",,
IN/VC/99-00/018,Registered Venture Capital Funds,Gujarat VCF - 1990,,,,"Nov 03, 1999 - Perpetual",,
IN/VC/96-97/001,Registered Venture Capital Funds,GUJARAT VENTURE CAPITAL FUND 1995,,,"1st Floor, Premchand House Annexe, Bh Popular House, Ashram Road, AHMEDABAD, GUJARAT, 380009","Mar 21, 1997 - Perpetual",,
IN/VCF/07-08/098,Registered Venture Capital Funds,GVFL VENTURE CAPITAL FUND,,,"1st Floor, Premchand House, Bh Popular House, Ashram Road, AHMEDABAD, GUJARAT, 380009","Jun 07, 2007 - Perpetual",,
IN/VCF/04-05/053,Registered Venture Capital Funds,HDFC Property Fund,,,"HDFC Propoerty Fund, Ramon House, 2nd floor, HT Parikh Marg, Churchgate, MUMBAI, MAHARASHTRA, 400020","Dec 21, 2004 - Perpetual",,
IN/VC/00-01/033,Registered Venture Capital Funds,HIVE FUND,,,,"Jan 22, 2001 - Perpetual",,
IN/VCF/09-10/156,Registered Venture Capital Funds,I3E TRUST,,,"CIIE Building, New Campus, IIM Ahmedabad, Vastrapur, AHMEDABAD, GUJARAT, 380015","Oct 28, 2009 - Perpetual",,
IN/VCF/05-06/061,Registered Venture Capital Funds,IDFC INFRASTRUCTURE FUND 2,,,"201, NAMAN CHAMBERS, C-32, G BLOCK, BANDRA KURLA COMPLEX, BANDRA (EAST), MUMBAI, MUMBAI, MAHARASHTRA, 400051","Jun 15, 2005 - Perpetual",,
IN/VCF/11-12/0208,Registered Venture Capital Funds,IDFC S.P.I.C.E. FUND,,,"Asian Building, Ground Floor, , 17, R. Kamani Marg, Ballard Estate, MUMBAI, MAHARASHTRA, 400001","May 16, 2011 - Perpetual",,
IN/VCF/09-10/147,Registered Venture Capital Funds,IL&FS ORIX Trust,,,,"Jul 21, 2009 - Perpetual",,
IN/VCF/04-05/050,Registered Venture Capital Funds,IL&FS PRIVATE EQUITY TRUST,,,,"Jul 27, 2004 - Perpetual",,
IN/VC/00-01/030,Registered Venture Capital Funds,ILABS VENTURE CAPITAL FUND,,,,"Jan 11, 2001 - Perpetual",,
IN/VCF/02-03/043,Registered Venture Capital Funds,India Advantage Fund I,,,,"Jan 20, 2002 - Perpetual",,
IN/VCF/05-06/060,Registered Venture Capital Funds,India Advantage Fund III,,,"Stanrose House, Prabhadevi, APPASAHEB MARATHE MARG, MUMBAI, MAHARASHTRA, 400025","Jun 06, 2005 - Perpetual",,
IN/VCF/05-06/067,Registered Venture Capital Funds,India Advantage Fund IV,,,,"Aug 11, 2005 - Perpetual",,
IN/VCF/07-08/113,Registered Venture Capital Funds,INDIA ADVANTAGE FUND Series 3I,,,,"Mar 19, 2008 - Perpetual",,
IN/VCF/05-06/071,Registered Venture Capital Funds,INDIA ADVANTAGE FUND V,,,,"Oct 21, 2005 - Perpetual",,
IN/VCF/11-12/0230,Registered Venture Capital Funds,INDIA ALPHA TRUST,,,"C/o Mr. Rahul Gupta, 42, Sector 21B,, FARIDABAD, HARYANA, 121001","Mar 07, 2012 - Perpetual",,
IN/VCF/10-11/172,Registered Venture Capital Funds,INDIA ALTERNATIVES PRIVATE EQUITY FUND,,,"Office number 301-302, 36,Turner Road, Bandra (west), MUMBAI, MAHARASHTRA, 400050","Apr 19, 2010 - Perpetual",,
IN/VCF/10-11/0112,Registered Venture Capital Funds,INDIA DEVELOPMENT AND CONSTRUCTION FUND,,,"4-4A, 4th FLOOR, GLOBAL FOYER , SECTOR 43, GURGAON, HARYANA, 122009","May 18, 2010 - Perpetual",,
IN/VCF/10-11/0199,Registered Venture Capital Funds,INDIA EDUCATION FUND,,,"B-88, 1st Floor, Defence Colony, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","Dec 24, 2010 - Perpetual",,
IN/VCF/10-11/0102,Registered Venture Capital Funds,INDIA INFRASTRUCTURE DEVELOPMENT FUND,,,"UTI Asset Management Co. Ltd., UTI Tower 1st Floor, 'Gn' Block, , Bandra Kurla Complex, Bandra (E), Mumbai, MUMBAI, MAHARASHTRA, 400051","Mar 29, 2010 - Perpetual",,
IN/VCF/07-08/112,Registered Venture Capital Funds,India Infrastructure Fund,,,,"Mar 07, 2008 - Perpetual",,
IN/VCF/09-10/142,Registered Venture Capital Funds,INDIA INNOVATION FUND,,,"A-268, 1st Floor Bhisham Pitamah Road, Defence Colony, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","Apr 21, 2009 - Perpetual",,
IN/VCF/10-11/0188,Registered Venture Capital Funds,INDIA PLUS TRUST,,,"The IL&FS Financial Centre, Plot C-22, G Block, Bandra Kurla Complex, Bandra (East), MUMBAI, MAHARASHTRA, 400051","Sep 07, 2010 - Perpetual",,
IN/VCF/05-06/059,Registered Venture Capital Funds,INDIA PROPERTY FUND,,,,"May 31, 2005 - Perpetual",,
IN/VCF/10-11/0184,Registered Venture Capital Funds,INDIA REALTY FUND 1,,,"Ground Floor, Asian Building , 17 R, Kamani Marg, Ballard Estate, MUMBAI, MAHARASHTRA, 400001","Jul 26, 2010 - Perpetual",,
IN/VCF/05-06/073,Registered Venture Capital Funds,India Realty Venture capital Fund,,,,"Nov 07, 2005 - Perpetual",,
IN/VCF/07-08/104,Registered Venture Capital Funds,INDIA RIZING FUND,,,"Tower 1 2902 Planet Godrej, Mahalaxmi, MUMBAI, MAHARASHTRA, 400011","Sep 06, 2007 - Perpetual",,
IN/VCF/09-10/162,Registered Venture Capital Funds,INDIA VALUE FUND IV,,,"9/2,GROUND FLOOR,ROCKLINES HOUSE, MUSEUM ROAD,BANGALORE, BANGALORE, KARNATAKA, 560001","Nov 16, 2009 - Perpetual",,
IN/VCF/05-06/070,Registered Venture Capital Funds,INDIAREIT FUND,,,,"Oct 17, 2005 - Perpetual",,
IN/VCF/08-09/124,Registered Venture Capital Funds,INDIAVENTURE TRUST,,,"The IL & FS Centre, Plot C-22, G-Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Jul 02, 2008 - Perpetual",,
IN/VC/97-98/004,Registered Venture Capital Funds,Industrial Venture Capital Limited,,,,"Jan 15, 1998 - Perpetual",,
IN/VCF/08-09/118,Registered Venture Capital Funds,INVESTCORP INFRASTRUCTURE FUND 1,,,"201 NAMAN CHAMBERS, C-32, G BLOCK, BANDRA KURLA COMPLEX, BANDRA (EAST), MUMBAI, MAHARASHTRA, 400051","May 28, 2008 - Perpetual",,
IN/VCF/09-10/0101,Registered Venture Capital Funds,IPRO CAPITAL PRIVATE EQUITY TRUST,,,"9/1 R.N.Mukherjee Road (2nd Floor), KOLKATA, WEST BENGAL, 700001","Mar 10, 2010 - Perpetual",,
IN/VCF/06-07/092,Registered Venture Capital Funds,JM FINANCIAL INDIA FUND,,,"141, Maker Chambers III, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Oct 12, 2006 - Perpetual",,
IN/VCF/06-07/094,Registered Venture Capital Funds,JM FINANCIAL PROPERTY FUND,,,"141, Maker Chambers III, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Jan 12, 2007 - Perpetual",,
IN/VCF/11-12/0217,Registered Venture Capital Funds,KAE CAPITAL FUND,,,"802, Maker Chamber V, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Jul 27, 2011 - Perpetual",,
IN/VCF/10-11/0118,Registered Venture Capital Funds,KAIZEN TRUST,,,"52, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110048","Sep 09, 2009 - Perpetual",,
:,Registered Mutual Funds,,,,,,,
MF/067/11/02,Registered Mutual Funds,360 ONE Mutual Fund,,,"360 One Centre, Kamala City, Senapati Bapat Marg, Lower Parel, Mumbai, MAHARASHTRA, 400013","Mar 23, 2011 - Perpetual",,
MF/088/25/14,Registered Mutual Funds,Abakkus Mutual Fund,,,"Abakkus Corporate Center, 6th Floor, Param House, Shanti Nagar, Off Santacruz Chembur Link Road, Santacruz East, MUMBAI, MAHARASHTRA, 400055","Aug 29, 2025 - Perpetual",,
MF/020/94/8,Registered Mutual Funds,ADITYA BIRLA SUN LIFE MF,,,"One Indiabulls Centre, Tower 1, 17th Floor, Jupiter Mill Compound, 841, , Senapati Bapat Marg, Elphinstone Road, MUMBAI, MAHARASHTRA, 400013","Dec 23, 1994 - Perpetual",,
MF/090/26/16,Registered Mutual Funds,AlphaGrep Mutual Fund,,,"1408, 14th Floor, Parinee Crescenzo, E, G Block, BKC, Bandra East, MUMBAI, MAHARASHTRA, 400051","Mar 11, 2026 - Perpetual",,
MF/083/24/09,Registered Mutual Funds,Angel One Mutual Fund,,,"G-1, Ground floor, Ackruti Trade Centre, Road no. 7, Kondivita, MIDC, Andheri East, Mumbai, MUMBAI, MAHARASHTRA, 400093","Nov 25, 2024 - Perpetual",,
MF/089/26/15,Registered Mutual Funds,ASK Mutual Fund,,,"Birla Aurora, 16 Level office, Floor 9, Dr. Annie Besant Road, Century Mill, MUMBAI, MAHARASHTRA, 400030","Feb 16, 2026 - Perpetual",,
MF/061/09/02,Registered Mutual Funds,AXIS MF,,,"One Lodha Place, 22 & 23 Floor, Senapati Bapat Marg,Lower Parel, MUMBAI, MAHARASHTRA, 400013","Dec 04, 2009 - Perpetual",,
MF/078/23/04,Registered Mutual Funds,BAJAJ FINSERV MUTUAL FUND,,,"1101A and 1101B, 11th Floor, Sky One Corporate Park, Tower 1, Pune, Survey No. 239/2, Sunset Blvd MHADA Colony, Lohegaon, Pune 411032, PUNE, MAHARASHTRA, 411032","Feb 28, 2023 - Perpetual",,
MF/042/00/3,Registered Mutual Funds,Bandhan Mutual Fund,,,"6th Floor, One World Center, Jupiter Mills Compound, 841,, Senapati Bapat Marg, Elphinstone Road (West), MUMBAI, MAHARASHTRA, 400013","Mar 13, 2000 - Perpetual",,
MF/056/08/01,Registered Mutual Funds,Bank of India Mutual Fund,,,"B/204, Tower 1, Peninsula Corporate Park, Ganpatrao Kadam Marg,  , Lower Parel, Mumbai 400013, MUMBAI, MAHARASHTRA, 400013","Mar 31, 2008 - Perpetual",,
MF/018/94/2,Registered Mutual Funds,Baroda BNP Paribas Mutual Fund,,,"201(A) 2nd Floor, A wing, Crescenzo, C-38 & 39, G Block,, Bandra-Kurla Complex, MUMBAI, MAHARASHTRA, 400051","Nov 21, 1994 - Perpetual",,
MF/004/93/4,Registered Mutual Funds,CANARA ROBECO MF,,,"Construction House, 4th Floor,","Oct 19, 1993 - Perpetual",,
MF/084/25/10,Registered Mutual Funds,Capitalmind Mutual Fund,,,"2323 Prakash Arcade 1st Floor, 17th Cross HSR Layout Sector 1, BANGALORE, KARNATAKA, 560102","Apr 11, 2025 - Perpetual",,
MF/094/26/20,Registered Mutual Funds,Carnelian Asset Management and Advisors Private Limited,,,"1212 LODHA ONE, SENAPATI BAPAT MARK LOWER PAREL DELISLE ROAD, MUMBAI, MAHARASHTRA, 400013","Jul 20, 2026 - Perpetual",,
MF/087/25/13,Registered Mutual Funds,Choice Mutual Fund,,,"Sunil Patodia Tower, MUMBAI, MAHARASHTRA, 400099","Aug 01, 2025 - Perpetual",,
MF/008/93/5,Registered Mutual Funds,CRB MF,,,"Daruwala Mansion, 3rd Floor, , 90 Chandanwadi Cross Lane,, MUMBAI, MAHARASHTRA, 400020","Dec 17, 1993 - Perpetual",,
MF/036/97/7,Registered Mutual Funds,DSP MF,,,"The Ruby, 25th Floor, 29,, Senapati Bapat Marg, Dadar (West),, MUMBAI, MAHARASHTRA, 400028","Jan 30, 1997 - Perpetual",,
MF/057/08/02,Registered Mutual Funds,EDELWEISS MF,,,"Tower 3, Wing B, Ground Floor, Kohinoor City Mall, , Kohinoor City, Kirol Road, Kurla(W), MUMBAI, MAHARASHTRA, 400070","Apr 30, 2008 - Perpetual",,
MF/026/96/8,Registered Mutual Funds,FRANKLIN TEMPLETON MF,,,"One international Centre, Tower 2, 12th and 13th Floor, Senapati Bapat Marg,, Elphinstone Road (West), MUMBAI - ., MUMBAI, MAHARASHTRA, 400013","Feb 19, 1996 - Perpetual",,
MF/068/11/03,Registered Mutual Funds,Groww Mutual Fund,,,"1202A - 12A Floor, One World Centre, Lower Parel, MUMBAI, MAHARASHTRA, 400013","Mar 24, 2011 - Perpetual",,
MF/044/00/6,Registered Mutual Funds,HDFC MF,,,"HDFC HOUSE, 2ND FLOOR, H.T. PAREKH MARG, 165-166, , BACKBAY RECLAMATION, CHURCHGATE, MUMBAI, MAHARASHTRA, 400020","Jun 30, 2000 - Perpetual",,
MF/079/23/05,Registered Mutual Funds,Helios Mutual Fund,,,"502, 5th Floor, The Capital, Plot C70, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Aug 10, 2023 - Perpetual",,
MF/046/02/5,Registered Mutual Funds,HSBC MF,,,"3rd Floor, Mercantile Bank Chamber, , 16 Veer Nariman Road, Fort, MUMBAI, MAHARASHTRA, 400001","May 27, 2002 - Perpetual",,
MF/003/93/6,Registered Mutual Funds,ICICI PRUDENTIAL MF,,,"12th Floor, Narain Manzil 23,, Barakhamba Road, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","Oct 13, 1993 - Perpetual",,
MF/064/10/01,Registered Mutual Funds,IDBI MUTUAL FUND,,,"IDBI Tower, WTC Complex,, Cuffe Parade,, MUMBAI, MAHARASHTRA, 400005","Mar 29, 2010 - Perpetual",,
MF/071/13/01,Registered Mutual Funds,IIFCL MF (IDF),,,"5th Floor, Block-2, Plate-A, NBCC Towers, East Kidwai Nagar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110023","Jan 24, 2013 - Perpetual",,
MF/072/13/02,Registered Mutual Funds,IL&FS IDF MF,,,"IL&FS Infra Asset Management Limited, MUMBAI, MAHARASHTRA, 400051","Feb 01, 2013 - Perpetual",,
MF/052/06/01,Registered Mutual Funds,Invesco Mutual Fund,,,"2101-A, 21st Floor, , Marathon Futurex, Lower Parel, MUMBAI, MAHARASHTRA, 400013","Jul 24, 2006 - Perpetual",,
MF/073/18/01,Registered Mutual Funds,ITI Mutual Fund,,,"ITI House, Building no. 36,, Dr. R. K. Shirodkar Marg, Parel,, MUMBAI, MAHARASHTRA, 400012","May 14, 2018 - Perpetual",,
MF/085/25/11,Registered Mutual Funds,Jio BlackRock Mutual Fund,,,"Unit No. 1301, 13th Floor, Altimus Building,, Plot No. 130, Worli Estate, Pandurang Budhkar Marg, Worli, MUMBAI, MAHARASHTRA, 400018","May 26, 2025 - Perpetual",,
MF/015/94/8,Registered Mutual Funds,JM FINANCIAL MF,,,"7th Floor, Cnergy, Appasaheb Marathe Marg, , Prabhadevi, Mumbai -, MUMBAI, MAHARASHTRA, 400025","Sep 15, 1994 - Perpetual",,
MF/038/98/1,Registered Mutual Funds,Kotak Mutual Fund,,,"27 BKC, C-27, G Block,, Bandra Kurla Complex, Bandra (E), Mumbai, MUMBAI, MAHARASHTRA, 400051","Jun 23, 1998 - Perpetual",,
MF/012/94/5,Registered Mutual Funds,LIC MF,,,"Industrial Assurance Building, 4th Floor, , Opposite Churchgate Station., MUMBAI, MAHARASHTRA, 400020","May 09, 1994 - Perpetual",,
MF/069/16/01,Registered Mutual Funds,Mahindra Manulife Mutual Fund,,,"Unit No. 204, 2nd Floor,Amiti Building,C Wing, Piramal Agastya Corporate Park, LBS Road, Kamani Junction,Near Phoenix Marketcity Mall, Kurla (West), MUMBAI, MAHARASHTRA, 400070","Feb 03, 2016 - Perpetual",,
MF/055/07/03,Registered Mutual Funds,MIRAE ASSET MF,,,"606,6TH FLOOR, WINDSOR BUILDING , , SANTACRUZ (E),, MUMBAI, MAHARASHTRA, 400098","Feb 20, 2008 - Perpetual",,
MF/092/26/18,Registered Mutual Funds,Monarch Networth Capital Limited,,,"804, Naman Centre, 8th Floor, G Block,, Plot No. C-31 & C-32, Bandra Kurla Complex, Bandra East,, MUMBAI, MAHARASHTRA, 400051","Apr 01, 2026 - Perpetual",,
MF/063/09/04,Registered Mutual Funds,MOTILAL OSWAL MF,,,"10th Floor, Motilal Oswal Tower, Rahimtullah Sayani Road, , Opposite Parel ST Depot, Prabhadevi, MUMBAI, MAHARASHTRA, 400025","Dec 29, 2009 - Perpetual",,
MF/076/21/02,Registered Mutual Funds,N J Mutual Fund,,,"Unit No. 101A, 1st Floor, Hallmark Business Plaza, Bandra (East), MUMBAI, MAHARASHTRA, 400051","Apr 30, 2021 - Perpetual",,
MF/062/09/03,Registered Mutual Funds,NAVI MUTUAL FUND,,,"Vaishnavi Tech Square, 7th Floor, Iballur Village,, Begur, Hobli, Bengaluru, Karnataka, BANGALORE, KARNATAKA, 560102","Dec 04, 2009 - Perpetual",,
MF/022/95/1,Registered Mutual Funds,Nippon India Mutual Fund,,,"30th Floor, One Lodha Place, Senapati Bapat Marg,, Lower Parel, Mumbai - 400013., MUMBAI, MAHARASHTRA, 400013","Jun 30, 1995 - Perpetual",,
MF/093/26/19,Registered Mutual Funds,Nuvama Mutual Fund,,,"801 804, Wing A, Building No. 3, Inspire BKC, G Block, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051","Jun 08, 2026 - Perpetual",,
MF/081/23/07,Registered Mutual Funds,Old Bridge Mutual Fund,,,"C 1705 One BKC, G Block Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","Sep 01, 2023 - Perpetual",,
MF/065/10/02,Registered Mutual Funds,PGIM INDIA MUTUAL FUND,,,"4th Floor, C Wing,  Laxmi Towers, Bandra Kurla Complex,, Bandra (East), MUMBAI, MAHARASHTRA, 400051","May 13, 2010 - Perpetual",,
